Albert Collins	PerformArtist	Bending Like A Willow Tree	Song	Lowell Fulson	Songwriter
Albert Collins	PerformArtist	Baby What You Want Me To Do/Rock Me Baby	Song	Jimmy Reed	Songwriter
Albert Collins	PerformArtist	Baby What You Want Me To Do/Rock Me Baby	Song	B.B. King	Songwriter
Albert Collins	PerformArtist	All About My Girl	Song	Albert Collins	Songwriter
Albert Collins	PerformArtist	Ain't Got Time	Song	Stephen Hollister	Songwriter
Albert Collins	PerformArtist	A Good Fool Is Hard To Find	Song	Houston	Songwriter
Albert Collins	PerformArtist	A Good Fool Is Hard To Find	Song	Shackleford	Songwriter
Albert King	PerformArtist	The Hunter	Song	Steve Cropper	Songwriter
Albert King	PerformArtist	The Hunter	Song	Donald "Duck" Dunn	Songwriter
Albert King	PerformArtist	That's What The Blues Is All About	Song	Strickland	Songwriter
Albert King	PerformArtist	That's What The Blues Is All About	Song	Patterson	Songwriter
Albert King	PerformArtist	Sky Is Crying	Song	Elmore James	Songwriter
Albert King	PerformArtist	Sky Is Crying	Song	James Robinson	Songwriter
Albert King	PerformArtist	Running Out Of Steam	Song	Thomas	Songwriter
Albert King	PerformArtist	Rub My Back	Song	Lewis	Songwriter
Albert King	PerformArtist	Oh Pretty Woman	Song	Williams	Songwriter
Albert King	PerformArtist	My Babe	Song	Willie Dixon	Songwriter
Albert King	PerformArtist	Little Brother (Make A Way)	Song	Bush	Songwriter
Albert King	PerformArtist	Little Brother (Make A Way)	Song	Jones	Songwriter
Albert King	PerformArtist	Little Brother (Make A Way)	Song	Smith	Songwriter
Albert King	PerformArtist	I Wanna Get Funky	Song	Chester Burnett a.k.a. Howlin' Wolf	Songwriter
Albert King	PerformArtist	I Wanna Get Funky	Song	Carl Smith	Songwriter
Albert King	PerformArtist	I'll Play The Blues For You	Song	Jerry Beach	Songwriter
Albert King	PerformArtist	I'll Play The Blues For You (Part 1 and 2)	Song	Jerry Beach	Songwriter
Albert King	PerformArtist	I Get Evil	Song	Albert King	Songwriter
Albert King	PerformArtist	I Don't Care What My Baby Do	Song	Lewis	Songwriter
Albert King	PerformArtist	I Believe To My Soul	Song	Ray Charles	Songwriter
Albert King	PerformArtist	Honky Tonk Woman	Song	Mick Jagger	Songwriter
Albert King	PerformArtist	Honky Tonk Woman	Song	Keith Richards	Songwriter
Albert King	PerformArtist	Guitar Man	Song	Bert de Coteaux	Songwriter
Albert King	PerformArtist	Guitar Man	Song	Cherry	Songwriter
Albert King	PerformArtist	GetOut Of My Life Woman	Song	Albert King OR Toussaint	Songwriter
Albert King	PerformArtist	For The Love Of A Woman	Song	Don Nix	Songwriter
Albert King	PerformArtist	Everybody Wants To Go To Heaven	Song	Don Nix	Songwriter
Albert King	PerformArtist	Don't Burn Down The Bridge	Song	Jones	Songwriter
Albert King	PerformArtist	Don't Burn Down The Bridge	Song	Wells	Songwriter
Albert King	PerformArtist	Crosscut Saw	Song	Ford	Songwriter
Albert King	PerformArtist	Change Of Pace	Song	Ross	Songwriter
Albert King	PerformArtist	Can't You See What You're Doing To Me	Song	Albert King	Songwriter
Albert King	PerformArtist	Callin' On My Darlin'	Song	Willie Dixon	Songwriter
Albert King	PerformArtist	Callin' On My Darlin'	Song	Chester Burnett a.k.a. Howlin' Wolf	Songwriter
Albert King	PerformArtist	Call My Job	Song	Detroit Junior	Songwriter
Albert King	PerformArtist	Call My Job	Song	Al Perkins	Songwriter
Albert King	PerformArtist	Born Under A Bad Sign	Song	Booker T. Jones	Songwriter
Albert King	PerformArtist	Born Under A Bad Sign	Song	William Bell	Songwriter
Albert King	PerformArtist	Blues Power	Song	Albert King	Songwriter
Albert King	PerformArtist	Blues At Sunrise	Song	Albert King	Songwriter
Albert King	PerformArtist	Answer To The Laundromat Blues	Song	Albert King	Songwriter
Albert King	PerformArtist	Almost Lost My Mind	Song	Hunter	Songwriter
Albert King	PerformArtist	Ain't Nothing You Can Do	Song	Brooks	Songwriter
Albert King	PerformArtist	(Ain't It) A Real Good Sign	Song	Ross	Songwriter
Alvin Youngblood Hart	PerformArtist	Treat Her Like A Lady	Song	E. Cornelius Jr.	Songwriter
Alvin Youngblood Hart	PerformArtist	Once Again	Song	Alvin Youngblood Hart	Songwriter
Alvin Youngblood Hart	PerformArtist	Manos Arriba	Song	Alvin Youngblood Hart	Songwriter
Alvin Youngblood Hart	PerformArtist	Hillbilly Willie's Blues	Song	Blind Willie McTell	Songwriter
Alvin Youngblood Hart	PerformArtist	Fightin' Hard	Song	Alvin Youngblood Hart	Songwriter
Alvin Youngblood Hart	PerformArtist	Electric Eel	Song	Alvin Youngblood Hart	Songwriter
Alvin Youngblood Hart	PerformArtist	Cryin' Shame	Song	Black Oak Arkansas	Songwriter
Alvin Youngblood Hart	PerformArtist	Cowboy Boots	Song	B. Knight	Songwriter
Alvin Youngblood Hart	PerformArtist	Big Mama's Door	Song	Alvin Youngblood Hart	Songwriter
Alvin Youngblood Hart	PerformArtist	A Prophet's Mission	Song	Alvin Youngblood Hart	Songwriter
B.B. King	PerformArtist	You've Been An Angel	Song	B.B. King	Songwriter
B.B. King	PerformArtist	You've Been An Angel	Song	Jules Taub	Songwriter
B.B. King	PerformArtist	You've Become A Habbit To Me	Song	Jerry Williams	Songwriter
B.B. King	PerformArtist	You've Always Got The Blues	Song	Mickey Newbury	Songwriter
B.B. King	PerformArtist	You Upset Me Baby	Song	B.B. King	Songwriter
B.B. King	PerformArtist	You Upset Me Baby	Song	Joe Josea	Songwriter
B.B. King	PerformArtist	You Shook Me	Song	Willie Dixon	Songwriter
B.B. King	PerformArtist	You Shook Me	Song	J.B. Lenoir	Songwriter
B.B. King	PerformArtist	You Shouldn't Have Left Me	Song	B.B. King	Songwriter
B.B. King	PerformArtist	You Shouldn't Have Left Me	Song	Joe Josea	Songwriter
B.B. King	PerformArtist	You're The Boss	Song	Jerry Leiber	Songwriter
B.B. King	PerformArtist	You're The Boss	Song	Mike Stoller	Songwriter
B.B. King	PerformArtist	You're Still My Woman	Song	Dave Clark	Songwriter
B.B. King	PerformArtist	You're Still My Woman	Song	B.B. King	Songwriter
B.B. King	PerformArtist	You're On Top (Version 2)	Song	B.B. King	Songwriter
B.B. King	PerformArtist	You're On Top (Version 2)	Song	Sam Ling	Songwriter
B.B. King	PerformArtist	You're On Top (Version 1)	Song	B.B. King	Songwriter
B.B. King	PerformArtist	You're On Top (Version 1)	Song	Sam Ling	Songwriter
B.B. King	PerformArtist	You Put It On Me	Song	Maya Angelou	Songwriter
B.B. King	PerformArtist	You Put It On Me	Song	Quincy Jones	Songwriter
B.B. King	PerformArtist	You Don't Know	Song	B.B. King	Songwriter
B.B. King	PerformArtist	You Don't Know	Song	Sam Ling	Songwriter
B.B. King	PerformArtist	You And Me, Me And You	Song	Will Jennings	Songwriter
B.B. King	PerformArtist	You And Me, Me And You	Song	Troy Seals	Songwriter
B.B. King	PerformArtist	Worry, Worry, Worry	Song	Plumber Davis	Songwriter
B.B. King	PerformArtist	Worry, Worry, Worry	Song	Jules Taub	Songwriter
B.B. King	PerformArtist	Worried Life	Song	probably Lightnin' Hopkins	Songwriter
B.B. King	PerformArtist	Worried Life Blues	Song	probably Lightnin' Hopkins	Songwriter
B.B. King	PerformArtist	Woke Up This Morning (My Baby's Gone)	Song	B.B. King	Songwriter
B.B. King	PerformArtist	Woke Up This Morning (My Baby's Gone)	Song	Jules Taub	Songwriter
B.B. King	PerformArtist	Why I Sing The Blues	Song	B.B. King	Songwriter
B.B. King	PerformArtist	Why I Sing The Blues	Song	Dave Clark	Songwriter
B.B. King	PerformArtist	Why Do Things Happen	Song	B.B. King	Songwriter
B.B. King	PerformArtist	Why Do Things Happen	Song	Jules Taub	Songwriter
B.B. King	PerformArtist	Who Are You	Song	Dave Crawford	Songwriter
B.B. King	PerformArtist	Who Are You	Song	Howard Johnson	Songwriter
B.B. King	PerformArtist	There's Something On Your Mind	Song	Cecil James McNeely	Songwriter
B.B. King	PerformArtist	There Is Always One More Time	Song	Hirsch	Songwriter
B.B. King	PerformArtist	There Is Always One More Time	Song	Doc Pomus	Songwriter
B.B. King	PerformArtist	The Thrill Is Gone	Song	Roy Hawkins	Songwriter
B.B. King	PerformArtist	The Thrill Is Gone	Song	Rick Darnell	Songwriter
B.B. King	PerformArtist	The Lowdown	Song	Will Jennings	Songwriter
B.B. King	PerformArtist	The Lowdown	Song	Joe Sample	Songwriter
B.B. King	PerformArtist	The Letter	Song	B.B. King	Songwriter
B.B. King	PerformArtist	The Letter	Song	Adams	Songwriter
B.B. King	PerformArtist	The Blues Come Over Me	Song	Will Jennings	Songwriter
B.B. King	PerformArtist	The Blues Come Over Me	Song	Joe Sample	Songwriter
B.B. King	PerformArtist	The Beginning Of The End	Song	B.B. King	Songwriter
B.B. King	PerformArtist	The Beginning Of The End	Song	Will Jennings	Songwriter
B.B. King	PerformArtist	Ten Long Years (Version 2)	Song	B.B. King	Songwriter
B.B. King	PerformArtist	Ten Long Years (Version 2)	Song	Jules Bihari	Songwriter
B.B. King	PerformArtist	Ten Long Years (Version 1)	Song	B.B. King	Songwriter
B.B. King	PerformArtist	Ten Long Years (Version 1)	Song	Jules Bihari	Songwriter
B.B. King	PerformArtist	Tell Me Baby	Song	B.B. King	Songwriter
B.B. King	PerformArtist	Tell Me Baby	Song	Sam Ling	Songwriter
B.B. King	PerformArtist	Teardrops From My Eyes	Song	Rudolph Toombs	Songwriter
B.B. King	PerformArtist	Take Off Your Shoes	Song	Betty Crutcher	Songwriter
B.B. King	PerformArtist	Take Off Your Shoes	Song	Frederick Knight	Songwriter
B.B. King	PerformArtist	Take It Home	Song	Wilton Felder	Songwriter
B.B. King	PerformArtist	Take It Home	Song	Will Jennings	Songwriter
B.B. King	PerformArtist	Sweet Sixteen (Version 2)	Song	B.B. King	Songwriter
B.B. King	PerformArtist	Sweet Sixteen (Version 2)	Song	Joe Josea	Songwriter
B.B. King	PerformArtist	Sweet Sixteen (Version 1)	Song	B.B. King	Songwriter
B.B. King	PerformArtist	Sweet Sixteen (Version 1)	Song	Joe Josea	Songwriter
B.B. King	PerformArtist	Sweet Little Angel (Version 2)	Song	B.B. King	Songwriter
B.B. King	PerformArtist	Sweet Little Angel (Version 2)	Song	Jules Taub	Songwriter
B.B. King	PerformArtist	Sweet Little Angel (Version 1)	Song	B.B. King	Songwriter
B.B. King	PerformArtist	Sweet Little Angel (Version 1)	Song	Jules Taub	Songwriter
B.B. King	PerformArtist	Sure We Had A Wonderful Time Last Night	Song	Clause Demetrius	Songwriter
B.B. King	PerformArtist	Sure We Had A Wonderful Time Last Night	Song	Fleecie Moore	Songwriter
B.B. King	PerformArtist	Sundown	Song	probably Eddie "Son" House	Songwriter
B.B. King	PerformArtist	Sugar Mama	Song	Sonny Boy Williamson I (John Lee)	Songwriter
B.B. King	PerformArtist	Street Life	Song	Will Jennings	Songwriter
B.B. King	PerformArtist	Street Life	Song	Joe Sample	Songwriter
B.B. King	PerformArtist	Stop Leadin' Me On	Song	Hunt	Songwriter
B.B. King	PerformArtist	Standing On The Edge	Song	Jerry Williams	Songwriter
B.B. King	PerformArtist	Spirit In The Dark	Song	Aretha Franklin	Songwriter
B.B. King	PerformArtist	Something You Got	Song	Chris Kenner	Songwriter
B.B. King	PerformArtist	Something Up My Sleeve	Song	Arthur Adams	Songwriter
B.B. King	PerformArtist	Someday Baby	Song	Sam "Lightnin'" Hopkins or Lowell Fulson	Songwriter
B.B. King	PerformArtist	Somebody Done Changed The Lock On My Door	Song	William Weldon	Songwriter
B.B. King	PerformArtist	Sneakin' Around	Song	Jessie Mae Robinson	Songwriter
B.B. King	PerformArtist	Slowly Losing My Mind	Song	B.B. King	Songwriter
B.B. King	PerformArtist	Slowly Losing My Mind	Song	Ferdinand Washington	Songwriter
B.B. King	PerformArtist	Sloppy Drunk	Song	Jimmy Rogers	Songwriter
B.B. King	PerformArtist	Since I Met You Baby (With Gary Moore)	Song	Gary Moore	Songwriter
B.B. King	PerformArtist	Since I Fell For You	Song	Buddy Johnson	Songwriter
B.B. King	PerformArtist	She's My Baby	Song	B.B. King	Songwriter
B.B. King	PerformArtist	She's Dynamite	Song	B.B. King	Songwriter
B.B. King	PerformArtist	Shake It Up And Go	Song	B.B. King	Songwriter
B.B. King	PerformArtist	Shake It Up And Go	Song	Jules Bihari	Songwriter
B.B. King	PerformArtist	Sell My Monkey	Song	B.B. King	Songwriter
B.B. King	PerformArtist	Second Hand Woman	Song	Will Jennings	Songwriter
B.B. King	PerformArtist	Second Hand Woman	Song	Joe Sample	Songwriter
B.B. King	PerformArtist	Saturday Night Fish Fry	Song	E. Walsh	Songwriter
B.B. King	PerformArtist	Saturday Night Fish Fry	Song	Louis Jordan	Songwriter
B.B. King	PerformArtist	Same Old Story (Same Old Song)	Song	B.B. King	Songwriter
B.B. King	PerformArtist	Rusty Dusty Blues (Mama Mama Blues)	Song	J. Mayo Williams	Songwriter
B.B. King	PerformArtist	Roll, Roll, Roll	Song	Will Jennings	Songwriter
B.B. King	PerformArtist	Roll, Roll, Roll	Song	Joe Sample	Songwriter
B.B. King	PerformArtist	Rock Me Baby	Song	B.B. King	Songwriter
B.B. King	PerformArtist	Rock Me Baby	Song	Joe Josea	Songwriter
B.B. King	PerformArtist	Riding With The King	Song	John Hiatt	Songwriter
B.B. King	PerformArtist	Recession Blues	Song	B.B. King	Songwriter
B.B. King	PerformArtist	Power Of The Blues	Song	Pete Wingfield	Songwriter
B.B. King	PerformArtist	Please Set A Date	Song	Ernest Lawlers	Songwriter
B.B. King	PerformArtist	Please Love Me	Song	B.B. King	Songwriter
B.B. King	PerformArtist	Please Love Me	Song	Jules Taub	Songwriter
B.B. King	PerformArtist	Please Accept My Love	Song	B.B. King	Songwriter
B.B. King	PerformArtist	Please Accept My Love	Song	Sam Ling	Songwriter
B.B. King	PerformArtist	Playing With My Friends	Song	Robert Cray	Songwriter
B.B. King	PerformArtist	Playing With My Friends	Song	Dennis Walker	Songwriter
B.B. King	PerformArtist	Peace To The World	Song	Trade Martin	Songwriter
B.B. King	PerformArtist	Peace Of Mind (Version 2)	Song	Joe Josea	Songwriter
B.B. King	PerformArtist	Peace Of Mind (Version 2)	Song	B.B. King	Songwriter
B.B. King	PerformArtist	Peace Of Mind (Version 1)	Song	B.B. King	Songwriter
B.B. King	PerformArtist	Peace Of Mind (Version 1)	Song	Joe Josea	Songwriter
B.B. King	PerformArtist	Paying The Cost To Be The Boss	Song	B.B. King	Songwriter
B.B. King	PerformArtist	Patches	Song	George Jones	Songwriter
B.B. King	PerformArtist	Patches	Song	B.B. King	Songwriter
B.B. King	PerformArtist	Part Time Love	Song	Clay Hammond	Songwriter
B.B. King	PerformArtist	One Of Those Nights	Song	Troy Seals	Songwriter
B.B. King	PerformArtist	One Of Those Nights	Song	Conway Twitty	Songwriter
B.B. King	PerformArtist	On My Word Honor	Song	Katherine Harrison	Songwriter
B.B. King	PerformArtist	On My Word Honor	Song	Jean Miles	Songwriter
B.B. King	PerformArtist	Nobody Knows You When You're Down And Out	Song	Ida Cox	Songwriter
B.B. King	PerformArtist	Niji Baby	Song	B.B. King	Songwriter
B.B. King	PerformArtist	Nightlife Please Send Me Someone To Love	Song	Willie Nelson	Songwriter
B.B. King	PerformArtist	Nightlife Please Send Me Someone To Love	Song	Paul Buskirk	Songwriter
B.B. King	PerformArtist	Nightlife Please Send Me Someone To Love	Song	Walt Breeland	Songwriter
B.B. King	PerformArtist	Night Life	Song	Willie Nelson	Songwriter
B.B. King	PerformArtist	Night Life	Song	Paul Buskirk	Songwriter
B.B. King	PerformArtist	Night Life	Song	Walt Breeland	Songwriter
B.B. King	PerformArtist	Never Trust A Woman	Song	Bill Doggett	Songwriter
B.B. King	PerformArtist	Never Trust A Woman	Song	Louis Jordan	Songwriter
B.B. King	PerformArtist	Never Make A Move Too Soon	Song	Nesbert "Stix" Hooper	Songwriter
B.B. King	PerformArtist	Never Make A Move Too Soon	Song	Will Jennings	Songwriter
B.B. King	PerformArtist	My Heart Belongs To You	Song	J. Miles	Songwriter
B.B. King	PerformArtist	My Heart Belongs To You	Song	K. Harrison	Songwriter
B.B. King	PerformArtist	My Gal Keeps Me Cryin'	Song	Peter Chatman a.k.a. Memphis Slim	Songwriter
B.B. King	PerformArtist	Mr. Pawnbroker	Song	B.B. King	Songwriter
B.B. King	PerformArtist	Mr. Pawnbroker	Song	Jules Taub	Songwriter
B.B. King	PerformArtist	Monday Woman	Song	Willie Mabon	Songwriter
B.B. King	PerformArtist	Midnight Believer	Song	Will Jennings	Songwriter
B.B. King	PerformArtist	Midnight Believer	Song	Joe Sample	Songwriter
B.B. King	PerformArtist	Mean Old World	Song	Big Bill Broonzy	Songwriter
B.B. King	PerformArtist	Mean And Evil	Song	Arthur Adams	Songwriter
B.B. King	PerformArtist	Marry You	Song	Doyle Bramhall II	Songwriter
B.B. King	PerformArtist	Marry You	Song	Susannah Salvoin	Songwriter
B.B. King	PerformArtist	Makin' Love Is Good For You	Song	Tony Joe White	Songwriter
B.B. King	PerformArtist	Make Love To Me	Song	Allan Copeland	Songwriter
B.B. King	PerformArtist	Make Love To Me	Song	Paul Mares	Songwriter
B.B. King	PerformArtist	Make Love To Me	Song	Walter Melrose	Songwriter
B.B. King	PerformArtist	Make Love To Me	Song	Bill Norvas	Songwriter
B.B. King	PerformArtist	Make Love To Me	Song	Benny Pollock	Songwriter
B.B. King	PerformArtist	Make Love To Me	Song	Mel Stizel	Songwriter
B.B. King	PerformArtist	Make Love To Me	Song	George Brunies	Songwriter
B.B. King	PerformArtist	Make Love To Me	Song	Leon Roppolo (...that's all folks...)	Songwriter
B.B. King	PerformArtist	Love Me Tender	Song	Vera Matson	Songwriter
B.B. King	PerformArtist	Love Me Tender	Song	Elvis Presley	Songwriter
B.B. King	PerformArtist	Long Nights	Song	B.B. King	Songwriter
B.B. King	PerformArtist	Long Nights	Song	Jules Taub	Songwriter
B.B. King	PerformArtist	Lets Straighten It Out	Song	Benny Latimore	Songwriter
B.B. King	PerformArtist	Lets Get Down To Business	Song	B.B. King	Songwriter
B.B. King	PerformArtist	Let The Good Times Roll (Version 2)	Song	Fleecie Moore	Songwriter
B.B. King	PerformArtist	Let The Good Times Roll (Version 2)	Song	Sam Theard	Songwriter
B.B. King	PerformArtist	Let The Good Times Roll (Version 1)	Song	Fleecie Moore	Songwriter
B.B. King	PerformArtist	Let The Good Times Roll (Version 1)	Song	Sam Theard	Songwriter
B.B. King	PerformArtist	Let Me Make You Cry A Little Longer	Song	Will Jennings	Songwriter
B.B. King	PerformArtist	Let Me Make You Cry A Little Longer	Song	Joe Sample	Songwriter
B.B. King	PerformArtist	Lay Another Log On The Fire	Song	Knight	Songwriter
B.B. King	PerformArtist	Knock Me A Kiss	Song	Mike Jackson	Songwriter
B.B. King	PerformArtist	Knock Me A Kiss	Song	Andy Razaf	Songwriter
B.B. King	PerformArtist	Key To The Highway	Song	Big Bill Broonzy	Songwriter
B.B. King	PerformArtist	Key To The Highway	Song	Charles Segar	Songwriter
B.B. King	PerformArtist	Key To My Kingdom	Song	Davis	Songwriter
B.B. King	PerformArtist	Key To My Kingdom	Song	Joe Josea	Songwriter
B.B. King	PerformArtist	Key To My Kingdom	Song	Baum	Songwriter
B.B. King	PerformArtist	Just A Little Love	Song	B.B. King	Songwriter
B.B. King	PerformArtist	Just A Dream	Song	probably Big Bill Broonzy	Songwriter
B.B. King	PerformArtist	Jack, You're Dead	Song	Walter Bishop	Songwriter
B.B. King	PerformArtist	Jack, You're Dead	Song	Dick Miles	Songwriter
B.B. King	PerformArtist	It's Still Called The Blues	Song	Tony Joe White	Songwriter
B.B. King	PerformArtist	It's My Own Fault	Song	John Lee Hooker	Songwriter
B.B. King	PerformArtist	It's A Great, Great Pleasure	Song	Louis Jordan	Songwriter
B.B. King	PerformArtist	It's A Great, Great Pleasure	Song	William Tennyson Jr.	Songwriter
B.B. King	PerformArtist	It Had To Be You	Song	Isham Jones	Songwriter
B.B. King	PerformArtist	It Had To Be You	Song	Gus Kahn	Songwriter
B.B. King	PerformArtist	Is You Is, Or Is You Ain't (My Baby)	Song	Lovie Austin	Songwriter
B.B. King	PerformArtist	Is You Is, Or Is You Ain't (My Baby)	Song	Louis Jordan	Songwriter
B.B. King	PerformArtist	Into The Night	Song	Calvine Newborne	Songwriter
B.B. King	PerformArtist	Inflation Blues	Song	Alger "Texas" Alexander	Songwriter
B.B. King	PerformArtist	Inflation Blues	Song	Louis Jordan	Songwriter
B.B. King	PerformArtist	Inflation Blues	Song	T. Southern	Songwriter
B.B. King	PerformArtist	If You Love Me	Song	Van Morrison	Songwriter
B.B. King	PerformArtist	If I Lost You	Song	B.B. King	Songwriter
B.B. King	PerformArtist	If I Lost You	Song	Jules Taub	Songwriter
B.B. King	PerformArtist	I Wonder Why	Song	B.B. King	Songwriter
B.B. King	PerformArtist	I Wonder Why	Song	Joe Josea	Songwriter
B.B. King	PerformArtist	I Was Blind	Song	B.B. King	Songwriter
B.B. King	PerformArtist	I Was Blind	Song	Joe Josea	Songwriter
B.B. King	PerformArtist	I Want You So Bad	Song	B.B. King	Songwriter
B.B. King	PerformArtist	I Wanna Be	Song	Doyle Bramhall II	Songwriter
B.B. King	PerformArtist	I Wanna Be	Song	Charlie Sexton	Songwriter
B.B. King	PerformArtist	I've Got Some Outside Help I Don't Need	Song	McCrakin	Songwriter
B.B. King	PerformArtist	I've Got Papers On You	Song	B.B. King	Songwriter
B.B. King	PerformArtist	I've Got Papers On You	Song	Jules Taub	Songwriter
B.B. King	PerformArtist	I've Got A Right To Love My Baby	Song	B.B. King	Songwriter
B.B. King	PerformArtist	I've Got A Right To Love My Baby	Song	Sam Ling	Songwriter
B.B. King	PerformArtist	I've Always Been Lonely	Song	Will Jennings	Songwriter
